Variable	Table	CodeOrValue	ValueDescription	Count	Cumulative	SkipToItem
SDDSRVYR	DEMO_L	12	NHANES August 2021-August 2023 public release	11933	11933	
SDDSRVYR	DEMO_L	.	Missing	0	11933	
RIDSTATR	DEMO_L	1	Interviewed only	3073	3073	
RIDSTATR	DEMO_L	2	Both interviewed and MEC examined	8860	11933	
RIDSTATR	DEMO_L	.	Missing	0	11933	
RIAGENDR	DEMO_L	1	Male	5575	5575	
RIAGENDR	DEMO_L	2	Female	6358	11933	
RIAGENDR	DEMO_L	.	Missing	0	11933	
RIDAGEYR	DEMO_L	0 to 79	Range of Values	11408	11408	
RIDAGEYR	DEMO_L	80	80 years of age and over	525	11933	
RIDAGEYR	DEMO_L	.	Missing	0	11933	
RIDAGEMN	DEMO_L	0 to 24	Range of Values	377	377	
RIDAGEMN	DEMO_L	.	Missing	11556	11933	
RIDRETH1	DEMO_L	1	Mexican American	1117	1117	
RIDRETH1	DEMO_L	2	Other Hispanic	1373	2490	
RIDRETH1	DEMO_L	3	Non-Hispanic White	6217	8707	
RIDRETH1	DEMO_L	4	Non-Hispanic Black	1597	10304	
RIDRETH1	DEMO_L	5	Other Race - Including Multi-Racial	1629	11933	
RIDRETH1	DEMO_L	.	Missing	0	11933	
RIDRETH3	DEMO_L	1	Mexican American	1117	1117	
RIDRETH3	DEMO_L	2	Other Hispanic	1373	2490	
RIDRETH3	DEMO_L	3	Non-Hispanic White	6217	8707	
RIDRETH3	DEMO_L	4	Non-Hispanic Black	1597	10304	
RIDRETH3	DEMO_L	6	Non-Hispanic Asian	681	10985	
RIDRETH3	DEMO_L	7	Other Race - Including Multi-Racial	948	11933	
RIDRETH3	DEMO_L	.	Missing	0	11933	
RIDEXMON	DEMO_L	1	November 1 through April 30	4251	4251	
RIDEXMON	DEMO_L	2	May 1 through October 31	4609	8860	
RIDEXMON	DEMO_L	.	Missing	3073	11933	
RIDEXAGM	DEMO_L	0 to 239	Range of Values	2787	2787	
RIDEXAGM	DEMO_L	.	Missing	9146	11933	
DMQMILIZ	DEMO_L	1	Yes	694	694	
DMQMILIZ	DEMO_L	2	No	7606	8300	
DMQMILIZ	DEMO_L	7	Refused	1	8301	
DMQMILIZ	DEMO_L	9	Don't know	0	8301	
DMQMILIZ	DEMO_L	.	Missing	3632	11933	
DMDBORN4	DEMO_L	1	Born in 50 US states or Washington,	10039	10039	DMDEDUC2
DMDBORN4	DEMO_L	2	Others	1875	11914	
DMDBORN4	DEMO_L	77	Refused	0	11914	DMDEDUC2
DMDBORN4	DEMO_L	99	Don't know	0	11914	DMDEDUC2
DMDBORN4	DEMO_L	.	Missing	19	11933	
DMDYRUSR	DEMO_L	1	Less than 1 year	101	101	
DMDYRUSR	DEMO_L	2	1 to 4 years	260	361	
DMDYRUSR	DEMO_L	3	5 to 9 years	225	586	
DMDYRUSR	DEMO_L	4	10 to 14 years	160	746	
DMDYRUSR	DEMO_L	5	15 to 19 years	158	904	
DMDYRUSR	DEMO_L	6	20 years or more	912	1816	
DMDYRUSR	DEMO_L	77	Refused	13	1829	
DMDYRUSR	DEMO_L	99	Don't know	46	1875	
DMDYRUSR	DEMO_L	.	Missing	10058	11933	
DMDEDUC2	DEMO_L	1	Less than 9th grade	373	373	
DMDEDUC2	DEMO_L	2	9-11th grade (Includes 12th grade with no diploma)	666	1039	
DMDEDUC2	DEMO_L	3	High school graduate/GED or equivalent	1749	2788	
DMDEDUC2	DEMO_L	4	Some college or AA degree	2370	5158	
DMDEDUC2	DEMO_L	5	College graduate or above	2625	7783	
DMDEDUC2	DEMO_L	7	Refused	0	7783	
DMDEDUC2	DEMO_L	9	Don't know	11	7794	
DMDEDUC2	DEMO_L	.	Missing	4139	11933	
DMDMARTZ	DEMO_L	1	Married/Living with partner	4136	4136	
DMDMARTZ	DEMO_L	2	Widowed/Divorced/Separated	2022	6158	
DMDMARTZ	DEMO_L	3	Never married	1625	7783	
DMDMARTZ	DEMO_L	77	Refused	4	7787	
DMDMARTZ	DEMO_L	99	Don't know	5	7792	
DMDMARTZ	DEMO_L	.	Missing	4141	11933	
RIDEXPRG	DEMO_L	1	Yes, positive lab pregnancy test or self-reported pregnant at exam	41	41	
RIDEXPRG	DEMO_L	2	The participant was not pregnant at exam	1065	1106	
RIDEXPRG	DEMO_L	3	Cannot ascertain if the participant is pregnant at exam	397	1503	
RIDEXPRG	DEMO_L	.	Missing	10430	11933	
DMDHHSIZ	DEMO_L	1 to 6	Range of Values	11309	11309	
DMDHHSIZ	DEMO_L	7	7 or more people in the Household	624	11933	
DMDHHSIZ	DEMO_L	.	Missing	0	11933	
DMDHRGND	DEMO_L	1	Male	1793	1793	
DMDHRGND	DEMO_L	2	Female	2322	4115	
DMDHRGND	DEMO_L	.	Missing	7818	11933	
DMDHRAGZ	DEMO_L	1	&lt;20 years	83	83	
DMDHRAGZ	DEMO_L	2	20-39 years	1985	2068	
DMDHRAGZ	DEMO_L	3	40-59 years	1804	3872	
DMDHRAGZ	DEMO_L	4	60+ years	252	4124	
DMDHRAGZ	DEMO_L	.	Missing	7809	11933	
DMDHREDZ	DEMO_L	1	Less than high school degree	550	550	
DMDHREDZ	DEMO_L	2	High school grad/GED or some college/AA degree	2004	2554	
DMDHREDZ	DEMO_L	3	College graduate or above	1192	3746	
DMDHREDZ	DEMO_L	.	Missing	8187	11933	
DMDHRMAZ	DEMO_L	1	Married/Living with partner	2947	2947	
DMDHRMAZ	DEMO_L	2	Widowed/Divorced/Separated	614	3561	
DMDHRMAZ	DEMO_L	3	Never Married	459	4020	
DMDHRMAZ	DEMO_L	.	Missing	7913	11933	
DMDHSEDZ	DEMO_L	1	Less than high school degree	300	300	
DMDHSEDZ	DEMO_L	2	High school grad/GED or some college/AA degree	942	1242	
DMDHSEDZ	DEMO_L	3	College graduate or above	885	2127	
DMDHSEDZ	DEMO_L	.	Missing	9806	11933	
WTINT2YR	DEMO_L	4584.463196 to 170968.343177	Range of Values	11933	11933	
WTINT2YR	DEMO_L	.	Missing	0	11933	
WTMEC2YR	DEMO_L	4581.595095 to 227108.296958	Range of Values	8860	8860	
WTMEC2YR	DEMO_L	0	Not MEC Examined	3073	11933	
WTMEC2YR	DEMO_L	.	Missing	0	11933	
SDMVSTRA	DEMO_L	173 to 187	Range of Values	11933	11933	
SDMVSTRA	DEMO_L	.	Missing	0	11933	
SDMVPSU	DEMO_L	1 to 2	Range of Values	11933	11933	
SDMVPSU	DEMO_L	.	Missing	0	11933	
INDFMPIR	DEMO_L	0 to 4.99	Range of Values	7743	7743	
INDFMPIR	DEMO_L	5	Value greater than or equal to 5.00	2149	9892	
INDFMPIR	DEMO_L	.	Missing	2041	11933	
BAXMSTAT	BAX_L	1	Complete	3732	3732	BAX5STAT
BAXMSTAT	BAX_L	2	Partial	219	3951	BAXRXNC
BAXMSTAT	BAX_L	3	Not done	213	4164	BAXRXND
BAXMSTAT	BAX_L	4	Ineligible for all MRT conditions	607	4771	BAX5STAT
BAXMSTAT	BAX_L	.	Missing	0	4771	
BAXRXNC	BAX_L	1	SP refusal	176	176	BAX5STAT
BAXRXNC	BAX_L	2	Limited time	1	177	BAX5STAT
BAXRXNC	BAX_L	3	Physical limitation or SP ill/emergency	5	182	BAX5STAT
BAXRXNC	BAX_L	4	Equipment failure or error (technician/software/supply)	17	199	BAX5STAT
BAXRXNC	BAX_L	5	Other	5	204	BAX5STAT
BAXRXNC	BAX_L	.	Missing	4567	4771	
BAXRXND	BAX_L	1	SP refusal	9	9	BAX5STAT
BAXRXND	BAX_L	2	Limited time	103	112	BAX5STAT
BAXRXND	BAX_L	3	Physical limitation or SP ill/emergency	26	138	BAX5STAT
BAXRXND	BAX_L	4	Equipment failure or error (technician/software/supply)	5	143	BAX5STAT
BAXRXND	BAX_L	5	Other	70	213	BAX5STAT
BAXRXND	BAX_L	.	Missing	4558	4771	
BAX5STAT	BAX_L	1	Eligible  for Condition 5	3248	3248	
BAX5STAT	BAX_L	2	Ineligible for Condition 5	1317	4565	
BAX5STAT	BAX_L	.	Missing	206	4771	
BAQ110	BAX_L	1	Yes	4305	4305	
BAQ110	BAX_L	2	No	58	4363	
BAQ110	BAX_L	7	Refused	0	4363	
BAQ110	BAX_L	9	Don't know	0	4363	
BAQ110	BAX_L	.	Missing	408	4771	
BAQ121	BAX_L	1	Yes	25	25	
BAQ121	BAX_L	2	No	4279	4304	
BAQ121	BAX_L	7	Refused	1	4305	
BAQ121	BAX_L	9	Don't know	0	4305	
BAQ121	BAX_L	.	Missing	466	4771	
BAQ125	BAX_L	1	Yes	253	253	
BAQ125	BAX_L	2	No	4024	4277	
BAQ125	BAX_L	7	Refused	0	4277	
BAQ125	BAX_L	9	Don't know	2	4279	
BAQ125	BAX_L	.	Missing	492	4771	
BAQ132	BAX_L	1	Yes	200	200	
BAQ132	BAX_L	2	No	3822	4022	
BAQ132	BAX_L	7	Refused	1	4023	
BAQ132	BAX_L	9	Don't know	1	4024	
BAQ132	BAX_L	.	Missing	747	4771	
BAQ140	BAX_L	1	Yes	261	261	
BAQ140	BAX_L	2	No	3760	4021	
BAQ140	BAX_L	7	Refused	1	4022	
BAQ140	BAX_L	9	Don't know	2	4024	
BAQ140	BAX_L	.	Missing	747	4771	
BAQ150	BAX_L	1	Yes	354	354	
BAQ150	BAX_L	2	No	3618	3972	
BAQ150	BAX_L	7	Refused	0	3972	
BAQ150	BAX_L	9	Don't know	0	3972	
BAQ150	BAX_L	.	Missing	799	4771	
BAQ160	BAX_L	1	Yes	103	103	
BAQ160	BAX_L	2	No	3515	3618	
BAQ160	BAX_L	7	Refused	0	3618	
BAQ160	BAX_L	9	Don't know	0	3618	
BAQ160	BAX_L	.	Missing	1153	4771	
BAQ170	BAX_L	1	Yes	228	228	
BAQ170	BAX_L	2	No	3287	3515	
BAQ170	BAX_L	7	Refused	0	3515	
BAQ170	BAX_L	9	Don't know	0	3515	
BAQ170	BAX_L	.	Missing	1256	4771	
BAQ201	BAX_L	1	Yes	3259	3259	
BAQ201	BAX_L	2	No	28	3287	
BAQ201	BAX_L	7	Refused	0	3287	
BAQ201	BAX_L	9	Don't know	0	3287	
BAQ201	BAX_L	.	Missing	1484	4771	
BAQ173	BAX_L	1	Yes	3964	3964	
BAQ173	BAX_L	2	No	4	3968	
BAQ173	BAX_L	7	Refused	0	3968	
BAQ173	BAX_L	9	Don't know	0	3968	
BAQ173	BAX_L	.	Missing	803	4771	
BAXPF11	BAX_L	1	Pass	3902	3902	
BAXPF11	BAX_L	2	DNP (did not pass)	49	3951	
BAXPF11	BAX_L	7	Refused	0	3951	
BAXPF11	BAX_L	.	Missing	820	4771	
BAXTC11	BAX_L	0 to 15	Range of Values	3950	3950	
BAXTC11	BAX_L	.	Missing	821	4771	
BAARFC11	BAX_L	1	Feet moved	14	14	
BAARFC11	BAX_L	2	Arms moved off waist	4	18	
BAARFC11	BAX_L	3	Eyes opened	0	18	
BAARFC11	BAX_L	4	Tech intervention	28	46	
BAARFC11	BAX_L	5	Grab/touch wall	3	49	
BAARFC11	BAX_L	.	Missing	4722	4771	
BAXPF12	BAX_L	1	Pass	43	43	
BAXPF12	BAX_L	2	DNP (did not pass)	5	48	
BAXPF12	BAX_L	7	Refused	0	48	
BAXPF12	BAX_L	.	Missing	4723	4771	
BAXTC12	BAX_L	2 to 15	Range of Values	48	48	
BAXTC12	BAX_L	.	Missing	4723	4771	
BAARFC12	BAX_L	1	Feet moved	1	1	
BAARFC12	BAX_L	2	Arms moved off waist	1	2	
BAARFC12	BAX_L	3	Eyes opened	0	2	
BAARFC12	BAX_L	4	Tech intervention	2	4	
BAARFC12	BAX_L	5	Grab/touch wall	1	5	
BAARFC12	BAX_L	.	Missing	4766	4771	
BAXPF21	BAX_L	1	Pass	3846	3846	
BAXPF21	BAX_L	2	DNP (did not pass)	96	3942	
BAXPF21	BAX_L	7	Refused	1	3943	
BAXPF21	BAX_L	.	Missing	828	4771	
BAXTC21	BAX_L	0 to 15	Range of Values	3942	3942	
BAXTC21	BAX_L	.	Missing	829	4771	
BAARFC21	BAX_L	1	Feet moved	29	29	
BAARFC21	BAX_L	2	Arms moved off waist	4	33	
BAARFC21	BAX_L	3	Eyes opened	42	75	
BAARFC21	BAX_L	4	Tech intervention	9	84	
BAARFC21	BAX_L	5	Grab/touch wall	10	94	
BAARFC21	BAX_L	.	Missing	4677	4771	
BAXPF22	BAX_L	1	Pass	69	69	
BAXPF22	BAX_L	2	DNP (did not pass)	26	95	
BAXPF22	BAX_L	7	Refused	2	97	
BAXPF22	BAX_L	.	Missing	4674	4771	
BAXTC22	BAX_L	0 to 15	Range of Values	94	94	
BAXTC22	BAX_L	.	Missing	4677	4771	
BAARFC22	BAX_L	1	Feet moved	11	11	
BAARFC22	BAX_L	2	Arms moved off waist	3	14	
BAARFC22	BAX_L	3	Eyes opened	7	21	
BAARFC22	BAX_L	4	Tech intervention	1	22	
BAARFC22	BAX_L	5	Grab/touch wall	4	26	
BAARFC22	BAX_L	.	Missing	4745	4771	
BAXPF31	BAX_L	1	Pass	3820	3820	
BAXPF31	BAX_L	2	DNP (did not pass)	66	3886	
BAXPF31	BAX_L	7	Refused	11	3897	
BAXPF31	BAX_L	.	Missing	874	4771	
BAXTC31	BAX_L	1 to 30	Range of Values	3882	3882	
BAXTC31	BAX_L	.	Missing	889	4771	
BAARFC31	BAX_L	1	Feet moved	24	24	
BAARFC31	BAX_L	2	Arms moved off waist	13	37	
BAARFC31	BAX_L	3	Eyes opened	0	37	
BAARFC31	BAX_L	4	Tech intervention	21	58	
BAARFC31	BAX_L	5	Grab/touch wall	22	80	
BAARFC31	BAX_L	.	Missing	4691	4771	
BAXPF32	BAX_L	1	Pass	63	63	
BAXPF32	BAX_L	2	DNP (did not pass)	16	79	
BAXPF32	BAX_L	7	Refused	1	80	
BAXPF32	BAX_L	.	Missing	4691	4771	
BAXTC32	BAX_L	1 to 30	Range of Values	79	79	
BAXTC32	BAX_L	.	Missing	4692	4771	
BAARFC32	BAX_L	1	Feet moved	8	8	
BAARFC32	BAX_L	2	Arms moved off waist	1	9	
BAARFC32	BAX_L	3	Eyes opened	0	9	
BAARFC32	BAX_L	4	Tech intervention	3	12	
BAARFC32	BAX_L	5	Grab/touch wall	8	20	
BAARFC32	BAX_L	.	Missing	4751	4771	
BAXPF41	BAX_L	1	Pass	2591	2591	
BAXPF41	BAX_L	2	DNP (did not pass)	1260	3851	
BAXPF41	BAX_L	7	Refused	12	3863	
BAXPF41	BAX_L	.	Missing	908	4771	
BAXTC41	BAX_L	0 to 30	Range of Values	3850	3850	
BAXTC41	BAX_L	.	Missing	921	4771	
BAARFC41	BAX_L	1	Feet moved	366	366	
BAARFC41	BAX_L	2	Arms moved off waist	103	469	
BAARFC41	BAX_L	3	Eyes opened	372	841	
BAARFC41	BAX_L	4	Tech intervention	143	984	
BAARFC41	BAX_L	5	Grab/touch wall	406	1390	
BAARFC41	BAX_L	.	Missing	3381	4771	
BAXPF42	BAX_L	1	Pass	690	690	
BAXPF42	BAX_L	2	DNP (did not pass)	631	1321	
BAXPF42	BAX_L	7	Refused	65	1386	
BAXPF42	BAX_L	.	Missing	3385	4771	
BAXTC42	BAX_L	0 to 30	Range of Values	1319	1319	
BAXTC42	BAX_L	.	Missing	3452	4771	
BAARFC42	BAX_L	1	Feet moved	174	174	
BAARFC42	BAX_L	2	Arms moved off waist	55	229	
BAARFC42	BAX_L	3	Eyes opened	142	371	
BAARFC42	BAX_L	4	Tech intervention	88	459	
BAARFC42	BAX_L	5	Grab/touch wall	245	704	
BAARFC42	BAX_L	.	Missing	4067	4771	
BAXPF51	BAX_L	1	Pass	1501	1501	
BAXPF51	BAX_L	2	DNP (did not pass)	1119	2620	
BAXPF51	BAX_L	7	Refused	15	2635	
BAXPF51	BAX_L	.	Missing	2136	4771	
BAXTC51	BAX_L	0 to 30	Range of Values	2595	2595	
BAXTC51	BAX_L	.	Missing	2176	4771	
BAARFC51	BAX_L	1	Feet moved	444	444	
BAARFC51	BAX_L	2	Arms moved off waist	106	550	
BAARFC51	BAX_L	3	Eyes opened	184	734	
BAARFC51	BAX_L	4	Tech intervention	151	885	
BAARFC51	BAX_L	5	Grab/touch wall	402	1287	
